,time_stamp,id,age,gender,word,keypress,reaction_time
90,2024-02-17_22h44.14.458,0,,Female,reportcard,['space'],1.3749959180131555e-06
91,2024-02-17_22h44.14.458,0,,Female,sun,['space'],1.291991793550551e-06
92,2024-02-17_22h44.14.458,0,,Female,fieldtrip,['space'],1.4169927453622222e-06
93,2024-02-17_22h44.14.458,0,,Female,bike,['space'],1.4590041246265173e-06
94,2024-02-17_22h44.14.458,0,,Female,dog,['space'],1.4160032151266932e-06
95,2024-02-17_22h44.14.458,0,,Female,textbook,['space'],1.2079981388524175e-06
96,2024-02-17_22h44.14.458,0,,Female,book,['space'],1.2499949662014842e-06
97,2024-02-17_22h44.14.458,0,,Female,education,['space'],1.291991793550551e-06
98,2024-02-17_22h44.14.458,0,,Female,classroom,['space'],1.291991793550551e-06
99,2024-02-17_22h44.14.458,0,,Female,chalkboard,['space'],2.125001628883183e-06
